Book Name,Author,Cover Image Path,Genre,Abstract
Ivanhoe: a romance,"
Sir Walter Scott",images/Romance_Ivanhoe: a romance.jpg,Romance,"The father of the historical novel, Sir Walter Scott invented a literary form that has remained popular for over one hundred and fifty years. Infusing his works with romance, action, and suspense, he brought long-gone eras back to life with splendor and spectacle.Set in England just after the Third Crusade, Ivanhoe is the tale of Wilfrid, a young Saxon knight, and his love for the royal princess Rowena. With his father against their union, Wilfrid embarks on a series of adventures to prove his worth, finding himself in conflict against the Normans and the Templars, and allied with such larger-than-life figures as Robin Hood and Richard the Lion Hearted. A timeless story of courage, chivalry, and courtly love, Ivanhoe is a grand epic, and its place in classical literature is assured."
The moonstone: a romance,"
Wilkie Collins

, 
Pieter Koster

, 
Sandra Kemp

, and 
Andronum",images/Romance_The moonstone: a romance.jpg,Romance,"One of the first English detective novels, this mystery involves the disappearance of a valuable diamond, originally stolen from a Hindu idol, given to a young woman on her eighteenth birthday, and then stolen again. A classic of 19th-century literature."
Tender is the night: a romance,"
F. Scott Fitzgerald",images/Romance_Tender is the night: a romance.jpg,Romance,"A psychiatrist, Dick Diver, treats and eventually marries a wealthy patient, Nicole.  Eventually, this marriage destroys him."
The Invisible Man: A Grotesque Romance,"
H. G. Wells",images/Romance_The Invisible Man: A Grotesque Romance.jpg,Romance,"This book is the story of Griffin, a scientist who creates a serum to render himself invisible, and his descent into madness that follows."
The Scarlet Letter: A Romance,"
Nathaniel Hawthorne",images/Romance_The Scarlet Letter: A Romance.jpg,Romance,"A stark and allegorical tale of adultery, guilt, and social repression in Puritan New England, The Scarlet Letter is a foundational work of American literature. Nathaniel Hawthorne's exploration of the dichotomy between the public and private self, internal passion and external convention, gives us the unforgettable Hester Prynne, who discovers strength in the face of ostracism and emerges as a heroine ahead of her time."
Orthodoxy: The Romance of Faith,"
Gilbert Keith Chesterton",images/Romance_Orthodoxy: The Romance of Faith.jpg,Romance,"OrthodoxyisG. K. Chesterton’sresponse to his critics’ assertion that his earlier collection of essays,Heretics, had “merely criticised current philosophies without offering any alternative philosophy.” In his intellectual journey from pagan to agnostic to positivist philosopher, he had attempted to build a philosophy “some ten minutes in advance of the truth.” But when he compared his modern philosophy with Christian theology, he realized that he was “the man who with the utmost daring discovered what had been discovered before.” Thus,Orthodoxyis a work of Christian apologetics, where Chesterton tries to show that Christianity is a universal answer to the everyday needs of humanity, and not just an arbitrary philosophy handed down from on high."
"Utopia: or, The happy republic; a philosophical romance, in two books ...","
Thomas More","images/Romance_Utopia: or, The happy republic; a philosop.jpg",Romance,"First published in 1516, Thomas More's Utopia is one of the most important works of European humanism. Through the voice of the mysterious traveler Raphael Hythloday, More describes a pagan, communist city-state governed by reason. Addressing such issues as religious pluralism, women's rights, state-sponsored education, colonialism, and justified warfare, Utopia seems remarkably contemporary nearly five centuries after it was written, and it remains a foundational text in philosophy and political theory."
"The d'Artagnan Romances, Vol 1: The Three Musketeers","
Alexandre Dumas

 and 
Auguste Maquet","images/Romance_The d'Artagnan Romances, Vol 1: The Three .jpg",Romance,"During the reign of France's King Louis XIV, D'Artagnan and three musketeers unite to defend the honor of Anne of Austria against the plots of Cardinal Richeliu."
The romance of King Arthur and his knights of the Round Table,"
Thomas Malory",images/Romance_The romance of King Arthur and his knights.jpg,Romance,"Le Morte d'Arthur(originally spelledLe Morte Darthur, ungrammatical Middle French for ""The Death of Arthur"") is a 15th-century Middle English prose reworking by Sir Thomas Malory of tales about the legendary King Arthur, Guinevere, Lancelot, Merlin and the Knights of the Round Table—along with their respective folklore. In order to tell a ""complete"" story of Arthur from his conception to his death, Malory compiled, rearranged, interpreted and modified material from various French and English sources. Today, this is one of the best-known works of Arthurian literature. Many authors since the 19th-century revival of the legend have used Malory as their principal source.

(Source:Wikipedia)"
"Legends of Charlemagne: or, Romance of the middle ages","
Thomas Bulfinch","images/Romance_Legends of Charlemagne: or, Romance of the.jpg",Romance,"Drawing on the works of Homer, Ovid, Virgil, and other classical authors, as well as an immense trove of stories about the Norse gods and heroes, The Age of Fable offers lively retellings of the myths of the Greek and Roman gods: Venus and Adonis, Jupiter and Juno, Daphne and Apollo, and many others.Source."
A critical edition of the War of the worlds: H.G. Wells's scientific romance,"
H. G. Wells",images/Romance_A critical edition of the War of the world.jpg,Romance,"The ultimate science fiction classic: for more than one hundred years, this compelling tale of the Martian invasion of Earth has enthralled readers with a combination of imagination and incisive commentary on the imbalance of power that continues to be relevant today. The style is revolutionary for its era, employing a sophisticated first and third person account of the events which is both personal and focused on the holistic downfall of Earth's society. The Martians, as evil, mechanical and unknown a threat they are, remain daunting in today's society, where, despite technology's mammoth advances, humanity's hegemony over Earth is yet to be called into question. In Well's introduction to the book, where the character discusses with the later deceased Ogilvy about astronomy and the possibility of alien life defeating the 'savage' (to them) nineteenth-century Britain, is he insinuating that this is the truth and fate of humanity? It's up to you to decide…"
"Works: Hard Times, Hunted Down, Holiday Romance, And George Silverman's Explanation","
Charles Dickens

, 
Kingfisher Classics

, 
Andronum

, 
Sylvère Monod

, and 
Aurélien Bellanger","images/Romance_Works: Hard Times, Hunted Down, Holiday Ro.jpg",Romance,"As the interminable case of Jarndyce and Jarndyce grinds its way through the Court of Chancery, it draws together a disparate group of people: Ada and Richard Clare, whose inheritance is gradually being devoured by legal costs; Esther Summerson, a ward of court, whose parentage is a source of deepening mystery; the menacing lawyer Tulkinghorn; the determined sleuth Inspector Bucket; and even Jo, the destitute little crossing-sweeper. A savage, but often comic, indictment of a society that is rotten to the core, Bleak House is one of Dickens's most ambitious novels, with a range that extends from the drawing rooms of the aristocracy to the poorest of London slums."
The definitive Time machine: a critical edition of H.G. Wells's scientific romance,"
H. G. Wells",images/Romance_The definitive Time machine: a critical ed.jpg,Romance,"The Time Traveller, a dreamer obsessed with traveling through time, builds himself a time machine and, much to his surprise, travels over 800,000 years into the future. He lands in the year 802701: the world has been transformed by a society living in apparent harmony and bliss, but as the Traveler stays in the future he discovers a hidden barbaric and depraved subterranean class. Wells's transparent commentary on the capitalist society was an instant bestseller and launched the time-travel genre."
The annotated She: a critical edition of H. Rider Haggard's Victorian romance with introduction and notes,"
H. Rider Haggard",images/Romance_The annotated She: a critical edition of H.jpg,Romance,"An enduring adventure yarn set in pre colonial Africa, culminating in the discovery of a lost civilization ruled by a beautiful eternally youthful queen. ""She is generally considered to be one of the classics of imaginative literature and with 83 million copies sold by 1965, it is one of the best-selling books of all time."" See more at:http://en.wikipedia.org/wiki/She_(novel)"
"The d'Artagnan Romances, Vol 3, Part 3: The Man in the Iron Mask","
Alexandre Dumas","images/Romance_The d'Artagnan Romances, Vol 3, Part 3: Th.jpg",Romance,"You are about to hear,"" said Aramis, ""an account which few could now give; for it refers to a secret which they buried with their dead...."" So begins the magnificent concluding story of the swashbuckling Musketeers--Aramis, Athos, Porthos, and D'Artagnan. Aramis--plotting against the King of France--bribes his way into the jail cells of the Bastille where a certain prisoner has been entombed for eight long years. The prisoner knows neither his real name nor the crime he has committed. But Aramis knows the secret of the prisoner's identity ... a secret so dangerous that its revelation could topple the King from his throne! Aramis ... plotting against the King? The motto of the Musketeers has been ""All for one, and one for all."" Has Aramis betrayed his friends? Is this the end of the Musketeers?"
